numero_declaracion,fecha_declaracion,pais_importacion,aduana,importador_nombre,importador_tax_id,exportador_pais,via_transporte,naviera,nombre_nave,numero_bl,puerto_origen,fecha_embarque,fecha_arribo,dias_transito,numero_manifiesto,contenedores,tipo_contenedor,num_contenedores,peso_bruto_kg,volumen_m3,bultos,num_items,items_detalle,valor_fob_usd,flete_usd,seguro_usd,valor_cif_usd,tasa_advalorem_pct,derechos_advalorem,iva,total_tributos,moneda,canal,estado,fecha_liquidacion
IMP-ES-2024-0000952,2024-01-28,ES,VALENCIA,Navantia S.A.,ES71987802J,JP,MARITIMO,Evergreen Marine,PIL SINGAPORE,EVER557812966,HAMBURG,2024-01-01,2024-01-25,27,MAN-2024-67196,COSU8884237|TRHU1646551,DRY 20',2,14070.1,51.2,687,1,1:8429.51.00:Cargadores frontales:112:864591.84USD,864591.84,32352.37,6816.94,903761.15,10.0,90376.12,208768.83,299144.95,EUR,VERDE,ACEPTADO,2024-01-30
IMP-CL-2023-0000953,2023-11-30,CL,SAN ANTONIO,Comercial Atacama S.A.,12.500.377-5,FR,MARITIMO,Evergreen Marine,MAERSK EDINBURGH,EVER461195998,BUSAN,2023-10-18,2023-11-28,43,MAN-2023-57780,MSKU3598197|TCKU9234577|TCKU9097950,REEFER 20',3,10412.3,57.34,589,4,1:8474.20.00:Maquinaria trituradora de minerales:301:1000144.74USD | 2:8429.51.00:Cargadores frontales:462:211494.36USD | 3:1006.30.00:Arroz semiblanqueado:87:1013556.96USD | 4:2204.21.00:Vino tinto en botellas:221:1482202.80USD,3707398.86,226904.91,47871.22,3982174.99,6.0,238930.5,802010.04,1040940.54,USD,VERDE,ACEPTADO,2023-12-05
IMP-CL-2023-0000954,2023-08-17,CL,SAN ANTONIO,Codelco Chile,15.664.632-7,DE,MARITIMO,MSC,MSC ISTANBUL,MSC453936413,HO CHI MINH,2023-07-19,2023-08-15,29,MAN-2023-58569,APHU6974725,DRY 20',1,8791.9,57.23,1198,5,1:1006.30.00:Arroz semiblanqueado:218:3244193.16USD | 2:2204.21.00:Vino tinto en botellas:490:7128622.90USD | 3:3002.20.00:Vacunas para medicina humana:110:336712.20USD | 4:8701.20.00:Tractores de carretera:407:5922513.41USD | 5:8474.20.00:Maquinaria trituradora de minerales:337:2446613.26USD,19078654.93,1498189.32,241209.5,20818053.75,6.0,1249083.22,4192756.02,5441839.24,USD,AMARILLO,ACEPTADO,2023-08-21
IMP-VN-2022-0000955,2022-11-21,VN,HAI PHONG,Vietjet Air,VN4041534656,MX,MARITIMO,CMA CGM,MSC ISTANBUL,CMA712745716,SINGAPORE,2022-11-01,2022-11-18,20,MAN-2022-38460,MSCU2476312|MSCU7183307|EISU4303493,REEFER 40',3,2652.7,12.02,429,5,1:7208.51.00:Productos planos de hierro laminado:285:1642141.50USD | 2:4011.10.00:Neumáticos para automóviles:24:280290.24USD | 3:6203.42.00:Pantalones de mezclilla:316:3232025.88USD | 4:3901.20.00:Polietileno de alta densidad:125:1632050.00USD | 5:3004.90.00:Medicamentos para uso humano:343:3499546.68USD,10286054.3,327120.6,110652.61,10723827.51,10.0,1072382.75,1179621.03,2252003.78,USD,VERDE,ACEPTADO,2022-11-25
IMP-CL-2024-0000956,2024-10-20,CL,SAN ANTONIO,Minera Collahuasi S.A.,6.060.607-8,MX,MARITIMO,ONE (Ocean Network Express),ONE STORK,ONE650296570,HONG KONG,2024-09-14,2024-10-19,36,MAN-2024-49187,APHU5985420|YMLU8546302,REEFER 40',2,3231.8,54.13,937,2,1:8471.30.00:Computadores portátiles:279:2346987.06USD | 2:6203.42.00:Pantalones de mezclilla:230:1790828.30USD,4137815.36,319364.24,61830.67,4519010.27,0.0,0.0,858611.95,858611.95,USD,AMARILLO,ACEPTADO,2024-10-21
IMP-VN-2023-0000957,2023-08-26,VN,HANOI,Vietnam Airlines,VN9374639009,IN,MARITIMO,Hapag-Lloyd,PIL SINGAPORE,HAPA333245342,SINGAPORE,2023-08-03,2023-08-23,23,MAN-2023-89935,TRHU8282887|OOLU5020120|COSU6490541|APHU2559012,OPEN TOP 20',4,19559.1,35.83,629,4,1:3002.20.00:Vacunas para medicina humana:77:840969.36USD | 2:0901.11.00:Café sin tostar:212:977582.88USD | 3:7606.11.00:Chapas y hojas de aluminio:435:199878.15USD | 4:6109.10.00:Camisetas de algodón:238:2315068.84USD,4333499.23,172066.87,51318.34,4556884.44,6.0,273413.07,483029.75,756442.82,USD,VERDE,LIQUIDADO,2023-08-31
IMP-ES-2023-0000958,2023-11-17,ES,VIGO,Grupo Antolin S.A.,ES34435908E,KR,MARITIMO,ONE (Ocean Network Express),MSC OSCAR,ONE814026551,NINGBO,2023-10-23,2023-11-16,25,MAN-2023-41849,APHU7291982,HC 40',1,21556.0,43.29,809,3,1:1006.30.00:Arroz semiblanqueado:160:1569180.80USD | 2:3002.20.00:Vacunas para medicina humana:101:932189.60USD | 3:3004.90.00:Medicamentos para uso humano:6:84742.86USD,2586113.26,158607.01,33418.76,2778139.03,10.0,277813.9,641750.12,919564.02,EUR,ROJO,ACEPTADO,2023-11-19
IMP-CL-2024-0000959,2024-02-25,CL,IQUIQUE,Cencosud S.A.,49.004.355-9,IN,MARITIMO,Evergreen Marine,YANG MING WIND,EVER959082516,HONG KONG,2024-01-21,2024-02-23,35,MAN-2024-99979,HLXU9634916,REEFER 20',1,14028.3,24.55,1076,2,1:8701.20.00:Tractores de carretera:116:814433.68USD | 2:8517.12.00:Teléfonos inteligentes:118:860774.60USD,1675208.28,96994.32,12896.45,1785099.05,6.0,107105.94,359518.95,466624.89,USD,VERDE,ACEPTADO,2024-02-28
IMP-ES-2024-0000960,2024-03-28,ES,BILBAO,Repsol S.A.,ES15678881B,FR,MARITIMO,ONE (Ocean Network Express),HAPAG LLOYD BERLIN,ONE194253197,BUSAN,2024-02-19,2024-03-25,38,MAN-2024-29782,OOLU5381173|YMLU5428642|HLXU7949644|HLXU3778454,REEFER 20',4,1501.6,31.72,532,3,1:7208.51.00:Productos planos de hierro laminado:288:2925576.00USD | 2:2710.12.00:Gasolina:28:372442.56USD | 3:3004.90.00:Medicamentos para uso humano:173:175748.97USD,3473767.53,231832.41,49208.14,3754808.08,15.0,563221.21,906786.15,1470007.36,EUR,AMARILLO,LIQUIDADO,2024-04-02
IMP-ES-2024-0000961,2024-06-26,ES,BILBAO,Repsol S.A.,ES34938316W,SG,MARITIMO,Maersk Line,HMM ALGECIRAS,MAER541046538,NINGBO,2024-05-31,2024-06-24,26,MAN-2024-65484,MSCU6709813|OOLU7275789|MSKU4949900,DRY 40',3,9206.5,60.39,664,1,1:2204.21.00:Vino tinto en botellas:71:54679.23USD,54679.23,2531.09,618.73,57829.05,0.0,0.0,12144.1,12144.1,EUR,VERDE,RECHAZADO,
IMP-CL-2023-0000962,2023-02-24,CL,PUERTO MONTT,Cencosud S.A.,22.811.432-7,CN,MARITIMO,PIL,ANDROMEDA LEADER,PIL477256159,HO CHI MINH,2023-02-01,2023-02-22,23,MAN-2023-33617,APHU5484067,HC 40',1,13126.0,59.51,615,5,1:8517.12.00:Teléfonos inteligentes:281:406289.47USD | 2:6109.10.00:Camisetas de algodón:206:127297.70USD | 3:8429.51.00:Cargadores frontales:381:4575048.00USD | 4:8703.23.00:Automóviles de turismo:316:4600467.04USD | 5:2710.12.00:Gasolina:378:4669762.86USD,14378865.07,462437.07,124180.25,14965482.39,6.0,897928.94,3014048.15,3911977.09,USD,VERDE,LIQUIDADO,2023-03-01
IMP-VN-2022-0000963,2022-07-15,VN,DA NANG,Masan Group,VN8830181010,JP,MARITIMO,MSC,ONE STORK,MSC579974763,BARCELONA,2022-06-24,2022-07-13,21,MAN-2022-47029,MSKU4704833|MSCU8182438|MSKU1181856,REEFER 40',3,21157.2,63.31,296,2,1:1006.30.00:Arroz semiblanqueado:421:1226865.57USD | 2:2710.12.00:Gasolina:160:2261315.20USD,3488180.77,105733.58,34323.0,3628237.35,15.0,544235.6,417247.3,961482.9,USD,VERDE,LIQUIDADO,2022-07-17
IMP-ES-2022-0000964,2022-03-31,ES,VALENCIA,SEAT S.A.,ES54527653L,KR,MARITIMO,HMM,MSC ISTANBUL,HMM590595668,HO CHI MINH,2022-03-04,2022-03-30,27,MAN-2022-65179,OOLU6895346|OOLU1725375|TCKU4718900|HLXU7739511,DRY 20',4,25369.0,67.92,705,1,1:8544.42.00:Conductores eléctricos con conector:65:432744.65USD,432744.65,18368.08,2540.16,453652.89,6.0,27219.17,100983.13,128202.3,EUR,AMARILLO,ACEPTADO,2022-04-02
IMP-CL-2023-0000965,2023-05-11,CL,VALPARAISO,Codelco Chile,82.087.899-3,MX,MARITIMO,PIL,EVER GIVEN,PIL776074916,SINGAPORE,2023-04-11,2023-05-08,30,MAN-2023-12188,TRHU1045975|EISU8757119|MSKU2191148|TCKU2396352,OPEN TOP 20',4,14870.1,60.21,939,4,1:8517.12.00:Teléfonos inteligentes:58:7288.86USD | 2:8429.51.00:Cargadores frontales:456:6567704.16USD | 3:7208.51.00:Productos planos de hierro laminado:463:5198290.83USD | 4:1006.30.00:Arroz semiblanqueado:432:5945788.80USD,17719072.65,1349576.05,186025.3,19254674.0,0.0,0.0,3658388.06,3658388.06,USD,ROJO,ACEPTADO,2023-05-14
IMP-ES-2024-0000966,2024-12-20,ES,ALGECIRAS,SEAT S.A.,ES23223970B,MX,MARITIMO,Evergreen Marine,MAERSK MC-KINNEY MOLLER,EVER405407812,HAMBURG,2024-11-23,2024-12-17,27,MAN-2024-34951,APHU6609093|EISU2851681|TRHU1411877|TCKU1579170,HC 40',4,2392.7,55.36,142,5,1:1006.30.00:Arroz semiblanqueado:419:356325.98USD | 2:8528.72.00:Monitores y pantallas LCD:227:1981576.07USD | 3:3002.20.00:Vacunas para medicina humana:97:212211.75USD | 4:8544.42.00:Conductores eléctricos con conector:56:593425.84USD | 5:7606.11.00:Chapas y hojas de aluminio:117:57410.73USD,3200950.37,139466.95,28678.75,3369096.07,6.0,202145.76,749960.78,952106.54,EUR,VERDE,ACEPTADO,2024-12-24
IMP-CL-2023-0000967,2023-05-23,CL,IQUIQUE,Importadora del Pacífico Ltda.,67.065.244-0,IT,MARITIMO,Yang Ming,PACIFIC CARRIER,YANG166021883,BARCELONA,2023-04-28,2023-05-21,25,MAN-2023-67781,MSCU5727959,DRY 20',1,11654.6,69.41,487,2,1:6203.42.00:Pantalones de mezclilla:162:1172084.58USD | 2:8471.30.00:Computadores portátiles:396:2190228.48USD,3362313.06,151750.44,32461.86,3546525.36,18.0,638374.56,795130.98,1433505.54,USD,VERDE,LIQUIDADO,2023-05-24
IMP-CL-2023-0000968,2023-11-30,CL,SAN ANTONIO,Arauco y Constitución S.A.,84.035.184-3,IN,MARITIMO,ONE (Ocean Network Express),PIL SINGAPORE,ONE791042149,BUSAN,2023-10-21,2023-11-27,40,MAN-2023-47686,TRHU5009415|MSCU2160805,DRY 20',2,19354.9,51.87,181,5,1:8701.20.00:Tractores de carretera:48:323602.56USD | 2:3901.20.00:Polietileno de alta densidad:431:5475544.68USD | 3:6203.42.00:Pantalones de mezclilla:192:1097554.56USD | 4:8703.23.00:Automóviles de turismo:56:381676.96USD | 5:7606.11.00:Chapas y hojas de aluminio:310:2068413.00USD,9346791.76,297606.58,103217.23,9747615.57,6.0,584856.93,1963169.77,2548026.7,USD,VERDE,LIQUIDADO,2023-12-04
IMP-CL-2024-0000969,2024-11-29,CL,VALPARAISO,Cencosud S.A.,62.093.353-2,BR,MARITIMO,ONE (Ocean Network Express),CMA CGM MARCO POLO,ONE218819678,SHANGHAI,2024-10-23,2024-11-26,37,MAN-2024-69004,TRHU4399598|EISU8836378|MSCU9346043,REEFER 20',3,24287.6,5.44,544,3,1:0901.11.00:Café sin tostar:180:1901892.60USD | 2:8517.12.00:Teléfonos inteligentes:411:3882269.01USD | 3:3004.90.00:Medicamentos para uso humano:476:7088387.32USD,12872548.93,614627.69,83574.0,13570750.62,15.0,2035612.59,2965209.01,5000821.6,USD,VERDE,EN REVISIÓN,
IMP-VN-2024-0000970,2024-04-21,VN,HANOI,Hoa Phat Group,VN3863763028,CN,MARITIMO,Maersk Line,MSC ISTANBUL,MAER961426909,BUSAN,2024-04-03,2024-04-20,18,MAN-2024-55183,TRHU5669739,REEFER 40',1,595.9,41.12,967,4,1:8528.72.00:Monitores y pantallas LCD:263:3395990.13USD | 2:8474.20.00:Maquinaria trituradora de minerales:11:122046.76USD | 3:3901.20.00:Polietileno de alta densidad:14:207871.86USD | 4:3002.20.00:Vacunas para medicina humana:454:6396846.38USD,10122755.13,415174.64,135486.73,10673416.5,10.0,1067341.65,1174075.82,2241417.47,USD,ROJO,ACEPTADO,2024-04-26
IMP-ES-2024-0000971,2024-08-10,ES,BILBAO,Mercadona S.A.,ES37467964M,IN,MARITIMO,PIL,ANDROMEDA LEADER,PIL883115248,SINGAPORE,2024-06-27,2024-08-08,44,MAN-2024-41478,YMLU8281548|MSCU9235215|COSU4393701|EISU7073637,REEFER 20',4,19622.5,41.59,239,4,1:8517.12.00:Teléfonos inteligentes:69:722287.17USD | 2:8528.72.00:Monitores y pantallas LCD:260:507088.40USD | 3:6109.10.00:Camisetas de algodón:491:745018.85USD | 4:7208.51.00:Productos planos de hierro laminado:289:1457834.49USD,3432228.91,214081.77,43689.13,3689999.81,10.0,368999.98,852389.96,1221389.94,EUR,VERDE,ACEPTADO,2024-08-15
IMP-ES-2023-0000972,2023-08-02,ES,BILBAO,Freixenet S.A.,ES99478632Z,NL,MARITIMO,Yang Ming,YANG MING WIND,YANG690628986,HONG KONG,2023-06-22,2023-07-30,41,MAN-2023-95800,COSU9332195,HC 40',1,14513.8,66.35,587,5,1:8701.20.00:Tractores de carretera:183:292168.65USD | 2:2204.21.00:Vino tinto en botellas:240:2689833.60USD | 3:8517.12.00:Teléfonos inteligentes:451:5483709.00USD | 4:3901.20.00:Polietileno de alta densidad:269:1680394.58USD | 5:7606.11.00:Chapas y hojas de aluminio:243:691373.88USD,10837479.71,618462.4,113901.56,11569843.67,15.0,1735476.55,2794117.25,4529593.8,EUR,VERDE,RECHAZADO,
IMP-ES-2023-0000973,2023-03-19,ES,ALGECIRAS,Mercadona S.A.,ES42925713V,SG,MARITIMO,COSCO Shipping,EVER GIVEN,COSC332733057,LOS ANGELES,2023-02-12,2023-03-18,35,MAN-2023-82982,OOLU3065085|TCKU7400904|COSU2877973,REEFER 40',3,2948.8,32.31,1188,3,1:3004.90.00:Medicamentos para uso humano:385:720600.65USD | 2:4011.10.00:Neumáticos para automóviles:180:391946.40USD | 3:7606.11.00:Chapas y hojas de aluminio:19:240100.72USD,1352647.77,81945.7,7596.23,1442189.7,6.0,86531.38,321031.43,407562.81,EUR,VERDE,ACEPTADO,2023-03-20
IMP-CL-2024-0000974,2024-03-16,CL,IQUIQUE,Arauco y Constitución S.A.,91.542.130-7,TH,MARITIMO,PIL,CMA CGM MARCO POLO,PIL108670337,ROTTERDAM,2024-02-11,2024-03-15,34,MAN-2024-53993,APHU3644820|OOLU4304572,HC 40',2,21015.2,12.94,482,5,1:7606.11.00:Chapas y hojas de aluminio:432:2150897.76USD | 2:2204.21.00:Vino tinto en botellas:217:2245144.93USD | 3:6203.42.00:Pantalones de mezclilla:28:57257.48USD | 4:3901.20.00:Polietileno de alta densidad:346:1438917.12USD | 5:1006.30.00:Arroz semiblanqueado:282:4044446.82USD,9936664.11,424087.44,99782.07,10460533.62,0.0,0.0,1987501.39,1987501.39,USD,VERDE,ACEPTADO,2024-03-18
IMP-CL-2023-0000975,2023-07-22,CL,SAN VICENTE,Arauco y Constitución S.A.,26.195.815-0,IT,MARITIMO,Yang Ming,HAPAG LLOYD BERLIN,YANG137193812,SHENZHEN,2023-06-13,2023-07-19,39,MAN-2023-77576,HLXU6063522|EISU4462747|EISU5154627,REEFER 40',3,25937.3,9.97,686,4,1:2204.21.00:Vino tinto en botellas:495:3584052.45USD | 2:8517.12.00:Teléfonos inteligentes:339:2518525.92USD | 3:1006.30.00:Arroz semiblanqueado:248:2905768.88USD | 4:3901.20.00:Polietileno de alta densidad:289:344597.82USD,9352945.07,421189.11,53701.25,9827835.43,6.0,589670.13,1979326.06,2568996.19,USD,AMARILLO,ACEPTADO,2023-07-24
IMP-CL-2024-0000976,2024-02-04,CL,ARICA,Walmart Chile S.A.,68.611.589-4,AR,MARITIMO,Maersk Line,COSCO SHIPPING UNIVERSE,MAER398935205,ROTTERDAM,2024-01-03,2024-02-01,32,MAN-2024-55718,EISU1278043|OOLU5568035|HLXU5573235,HC 40',3,22551.3,8.93,148,3,1:3002.20.00:Vacunas para medicina humana:101:303001.01USD | 2:8701.20.00:Tractores de carretera:52:317718.96USD | 3:6109.10.00:Camisetas de algodón:194:2589857.32USD,3210577.29,223294.29,47403.55,3481275.13,18.0,626629.52,780501.88,1407131.4,USD,AMARILLO,LIQUIDADO,2024-02-09
IMP-ES-2022-0000977,2022-08-23,ES,VALENCIA,Navantia S.A.,ES48425508Z,BR,MARITIMO,Hapag-Lloyd,YANG MING WIND,HAPA301193898,LOS ANGELES,2022-08-05,2022-08-22,18,MAN-2022-60377,MSKU2495731,HC 40',1,20207.6,7.44,396,5,1:8528.72.00:Monitores y pantallas LCD:110:1583029.80USD | 2:2710.12.00:Gasolina:391:4971318.67USD | 3:3901.20.00:Polietileno de alta densidad:322:2832791.78USD | 4:3002.20.00:Vacunas para medicina humana:190:1278698.10USD | 5:8474.20.00:Maquinaria trituradora de minerales:489:2357557.02USD,13023395.37,734955.38,168858.04,13927208.79,15.0,2089081.32,3363420.92,5452502.24,EUR,VERDE,LIQUIDADO,2022-08-26
IMP-CL-2023-0000978,2023-10-25,CL,IQUIQUE,Comercial Atacama S.A.,88.781.726-5,IT,MARITIMO,COSCO Shipping,MSC OSCAR,COSC835706907,HAMBURG,2023-09-28,2023-10-23,27,MAN-2023-71903,TCKU5193608|TRHU5772963,DRY 20',2,13980.3,60.91,920,2,1:8471.30.00:Computadores portátiles:493:917167.34USD | 2:8701.20.00:Tractores de carretera:119:610686.58USD,1527853.92,64984.24,13588.52,1606426.68,15.0,240964.0,351004.23,591968.23,USD,VERDE,ACEPTADO,2023-10-26
IMP-CL-2022-0000979,2022-04-14,CL,PUERTO MONTT,Arauco y Constitución S.A.,50.359.403-6,DE,MARITIMO,Maersk Line,PACIFIC CARRIER,MAER652542540,SINGAPORE,2022-03-14,2022-04-13,31,MAN-2022-60196,EISU3239115|MSKU5358025,OPEN TOP 20',2,21470.0,10.55,373,2,1:4011.10.00:Neumáticos para automóviles:437:6458593.43USD | 2:2710.12.00:Gasolina:27:178957.08USD,6637550.51,529415.23,56915.03,7223880.77,6.0,433432.85,1454889.59,1888322.44,USD,VERDE,LIQUIDADO,2022-04-15
IMP-CL-2023-0000980,2023-11-23,CL,SAN VICENTE,Viña Concha y Toro S.A.,20.646.140-7,JP,MARITIMO,Evergreen Marine,PACIFIC CARRIER,EVER500731537,HO CHI MINH,2023-10-23,2023-11-21,31,MAN-2023-97422,OOLU7577771|EISU1206914,DRY 40',2,14741.9,68.73,147,1,1:2710.12.00:Gasolina:375:5367937.50USD,5367937.5,251159.37,33380.33,5652477.2,6.0,339148.63,1138408.91,1477557.54,USD,AMARILLO,EN REVISIÓN,
IMP-CL-2024-0000981,2024-08-27,CL,PUERTO MONTT,Minera Collahuasi S.A.,60.322.939-5,KR,MARITIMO,ONE (Ocean Network Express),PACIFIC CARRIER,ONE229607386,BUSAN,2024-07-23,2024-08-26,35,MAN-2024-10749,YMLU1114753,DRY 20',1,6451.0,38.36,751,5,1:8517.12.00:Teléfonos inteligentes:88:113855.28USD | 2:1006.30.00:Arroz semiblanqueado:300:3882954.00USD | 3:8701.20.00:Tractores de carretera:330:3394627.50USD | 4:0901.11.00:Café sin tostar:334:1420926.18USD | 5:3901.20.00:Polietileno de alta densidad:293:2563052.66USD,11375415.62,686850.03,114183.82,12176449.47,6.0,730586.97,2452336.92,3182923.89,USD,VERDE,ACEPTADO,2024-08-29
IMP-CL-2022-0000982,2022-03-04,CL,PUERTO MONTT,Walmart Chile S.A.,18.660.839-6,FR,MARITIMO,COSCO Shipping,MSC OSCAR,COSC845014360,TOKYO,2022-02-11,2022-03-02,21,MAN-2022-45797,OOLU7106690|TRHU5987782|APHU2243239|APHU3464162,REEFER 20',4,5632.0,56.95,265,3,1:8517.12.00:Teléfonos inteligentes:318:4303668.90USD | 2:8429.51.00:Cargadores frontales:332:1509889.52USD | 3:8544.42.00:Conductores eléctricos con conector:158:1033831.92USD,6847390.34,540838.61,69397.6,7457626.55,10.0,745762.66,1558643.95,2304406.61,USD,VERDE,LIQUIDADO,2022-03-09
IMP-CL-2023-0000983,2023-10-04,CL,VALPARAISO,Falabella Retail S.A.,57.953.728-2,IN,MARITIMO,HMM,COSCO SHIPPING UNIVERSE,HMM995104281,SHANGHAI,2023-09-10,2023-10-03,24,MAN-2023-72470,TCKU4652874|MSKU7028119|OOLU9952662,DRY 40',3,24898.3,20.33,384,1,1:3901.20.00:Polietileno de alta densidad:336:131473.44USD,131473.44,4569.38,908.07,136950.89,10.0,13695.09,28622.74,42317.83,USD,AMARILLO,ACEPTADO,2023-10-05
IMP-CL-2023-0000984,2023-05-13,CL,PUERTO MONTT,Walmart Chile S.A.,76.841.782-7,TH,MARITIMO,PIL,PACIFIC CARRIER,PIL604407261,BUSAN,2023-04-01,2023-05-12,42,MAN-2023-61791,HLXU8112060|COSU1660259,REEFER 20',2,13537.4,6.93,285,1,1:8429.51.00:Cargadores frontales:161:597469.39USD,597469.39,42869.41,7513.61,647852.41,6.0,38871.14,130477.47,169348.61,USD,AMARILLO,LIQUIDADO,2023-05-16
IMP-ES-2024-0000985,2024-10-19,ES,BARCELONA,Acerinox S.A.,ES28464221M,IT,MARITIMO,MSC,MSC ISTANBUL,MSC564136259,VALENCIA,2024-09-16,2024-10-18,33,MAN-2024-33966,MSCU5045019,DRY 40',1,19721.3,62.36,768,1,1:8517.12.00:Teléfonos inteligentes:230:2244300.90USD,2244300.9,87356.96,17777.39,2349435.25,15.0,352415.29,567388.61,919803.9,EUR,ROJO,ACEPTADO,2024-10-22
IMP-CL-2022-0000986,2022-05-13,CL,IQUIQUE,Arauco y Constitución S.A.,92.300.409-3,DE,MARITIMO,Maersk Line,COSCO SHIPPING UNIVERSE,MAER759487961,SINGAPORE,2022-04-12,2022-05-10,31,MAN-2022-78296,OOLU4216257|TCKU8707788,REEFER 40',2,18400.0,38.54,989,5,1:4011.10.00:Neumáticos para automóviles:386:4192550.58USD | 2:8703.23.00:Automóviles de turismo:386:4109576.02USD | 3:8701.20.00:Tractores de carretera:120:1046176.80USD | 4:7606.11.00:Chapas y hojas de aluminio:164:1720811.00USD | 5:3002.20.00:Vacunas para medicina humana:113:942161.23USD,12011275.63,422435.4,126278.38,12559989.41,18.0,2260798.09,2815949.62,5076747.71,USD,AMARILLO,ACEPTADO,2022-05-18
IMP-CL-2023-0000987,2023-04-27,CL,IQUIQUE,Enap Refinerías S.A.,72.722.074-6,TH,MARITIMO,PIL,COSCO SHIPPING UNIVERSE,PIL925382070,TOKYO,2023-04-07,2023-04-26,20,MAN-2023-26416,COSU9044441,HC 40',1,668.6,41.31,619,4,1:4011.10.00:Neumáticos para automóviles:334:960460.42USD | 2:8544.42.00:Conductores eléctricos con conector:128:600806.40USD | 3:8701.20.00:Tractores de carretera:240:2592364.80USD | 4:8528.72.00:Monitores y pantallas LCD:178:20021.44USD,4173653.06,223140.8,56539.38,4453333.24,15.0,667999.99,973053.31,1641053.3,USD,VERDE,ACEPTADO,2023-04-28
IMP-VN-2022-0000988,2022-01-24,VN,HANOI,FPT Corporation,VN2471562694,MX,MARITIMO,MSC,PACIFIC CARRIER,MSC346293189,GUANGZHOU,2021-12-12,2022-01-22,43,MAN-2022-66215,EISU5934938,DRY 20',1,16500.5,18.53,735,5,1:2204.21.00:Vino tinto en botellas:143:1605362.33USD | 2:8528.72.00:Monitores y pantallas LCD:84:1134367.08USD | 3:6109.10.00:Camisetas de algodón:299:1494653.16USD | 4:3901.20.00:Polietileno de alta densidad:52:153410.92USD | 5:8544.42.00:Conductores eléctricos con conector:434:5368046.18USD,9755839.67,638023.15,121215.92,10515078.74,10.0,1051507.87,1156658.66,2208166.53,USD,VERDE,ACEPTADO,2022-01-28
IMP-ES-2022-0000989,2022-01-21,ES,ALGECIRAS,Repsol S.A.,ES39055362Y,JP,MARITIMO,Maersk Line,MAERSK MC-KINNEY MOLLER,MAER654001915,BUSAN,2021-12-07,2022-01-19,45,MAN-2022-28340,HLXU5375747|TCKU8043228,OPEN TOP 20',2,13888.8,37.65,964,1,1:6109.10.00:Camisetas de algodón:34:250703.42USD,250703.42,13746.41,3563.95,268013.78,6.0,16080.83,59659.87,75740.7,EUR,AMARILLO,LIQUIDADO,2022-01-22
IMP-ES-2022-0000990,2022-05-10,ES,BILBAO,Freixenet S.A.,ES44818205Z,CN,MARITIMO,COSCO Shipping,MSC ISTANBUL,COSC352196601,HO CHI MINH,2022-03-28,2022-05-07,43,MAN-2022-13506,HLXU2179945|MSKU6130694|TRHU4453497|HLXU2764211,DRY 20',4,27898.6,37.75,341,5,1:4011.10.00:Neumáticos para automóviles:380:3888555.20USD | 2:6203.42.00:Pantalones de mezclilla:384:1846717.44USD | 3:2204.21.00:Vino tinto en botellas:72:1030587.84USD | 4:0901.11.00:Café sin tostar:62:66240.18USD | 5:7208.51.00:Productos planos de hierro laminado:83:549801.96USD,7381902.62,338524.37,79823.77,7800250.76,6.0,468015.05,1736335.82,2204350.87,EUR,AMARILLO,ACEPTADO,2022-05-15
IMP-CL-2024-0000991,2024-11-09,CL,VALPARAISO,Viña Concha y Toro S.A.,64.809.445-K,AR,MARITIMO,Hapag-Lloyd,ONE STORK,HAPA915494339,NINGBO,2024-09-27,2024-11-08,43,MAN-2024-34080,YMLU2271758|YMLU1398218,REEFER 40',2,2899.2,7.96,1070,2,1:3002.20.00:Vacunas para medicina humana:281:4012120.81USD | 2:0901.11.00:Café sin tostar:367:513532.09USD,4525652.9,144240.37,24643.65,4694536.92,0.0,0.0,891962.01,891962.01,USD,VERDE,LIQUIDADO,2024-11-10
IMP-ES-2024-0000992,2024-09-06,ES,ALGECIRAS,Mercadona S.A.,ES41462368L,GB,MARITIMO,Maersk Line,MAERSK EDINBURGH,MAER900151004,SHANGHAI,2024-07-23,2024-09-05,45,MAN-2024-53772,TCKU2752774|MSCU7901449|EISU2113056,DRY 20',3,22631.7,24.12,819,2,1:8429.51.00:Cargadores frontales:144:406618.56USD | 2:8471.30.00:Computadores portátiles:160:1594836.80USD,2001455.36,85643.56,24502.55,2111601.47,6.0,126696.09,470042.49,596738.58,EUR,VERDE,ACEPTADO,2024-09-10
IMP-CL-2023-0000993,2023-09-14,CL,SAN VICENTE,Walmart Chile S.A.,34.958.257-9,MY,MARITIMO,CMA CGM,SANTA URSULA,CMA782750612,BUSAN,2023-08-23,2023-09-13,22,MAN-2023-94308,APHU8616105|COSU8105475|COSU8347655|EISU2066488,DRY 40',4,14252.8,35.21,166,4,1:8429.51.00:Cargadores frontales:217:2458123.92USD | 2:8544.42.00:Conductores eléctricos con conector:355:2474048.25USD | 3:6203.42.00:Pantalones de mezclilla:337:433196.65USD | 4:2204.21.00:Vino tinto en botellas:194:2313587.74USD,7678956.56,259838.68,78535.35,8017330.59,18.0,1443119.51,1797485.52,3240605.03,USD,VERDE,ACEPTADO,2023-09-16
